target_id	est_counts	tpm
ENSMUST00000029082.8	1.5000	15.6733
ENSMUST00000126021.7	1.5000	15.6733
ENSMUST00000005711.5	0.0000	0.0000
ENSMUST00000209487.1	0.0000	0.0000
ENSMUST00000213879.1	1.0000	10.4489
ENSMUST00000025944.8	1.0000	10.4489
ENSMUST00000096990.9	0.0000	0.0000
ENSMUST00000123717.7	0.0000	0.0000
ENSMUST00000079360.11	1.2500	13.0611
ENSMUST00000099294.8	1.2500	13.0611
ENSMUST00000111529.7	1.2500	13.0611
ENSMUST00000104902.8	1.2500	13.0611
ENSMUST00000183703.7	1.0000	10.4489
ENSMUST00000036252.6	0.0000	0.0000
ENSMUST00000144590.7	0.0000	0.0000
ENSMUST00000145364.7	0.0000	0.0000
ENSMUST00000182036.7	0.0000	0.0000
ENSMUST00000171318.1	0.0000	0.0000
ENSMUST00000086112.7	1.0000	10.4489
ENSMUST00000029626.8	4.0000	41.7955
ENSMUST00000137458.1	0.0000	0.0000
ENSMUST00000136375.7	0.0000	0.0000
ENSMUST00000081551.13	7.0000	73.1422
ENSMUST00000020008.9	1.6001	16.7196
ENSMUST00000105475.8	6.3999	66.8715
ENSMUST00000151289.7	5.0521	52.7886
ENSMUST00000165114.1	10.8378	113.2426
ENSMUST00000114050.7	4.9997	52.2413
ENSMUST00000147501.7	0.0000	0.0000
ENSMUST00000195014.5	22.9828	240.1447
ENSMUST00000175849.1	3.0000	31.3467
ENSMUST00000139098.7	0.0000	0.0000
ENSMUST00000117476.1	0.0000	0.0000
ENSMUST00000117430.1	0.0000	0.0000
ENSMUST00000070198.13	4.0000	41.7955
ENSMUST00000026433.8	1.0000	10.4489
ENSMUST00000099988.2	0.0000	0.0000
ENSMUST00000111973.7	0.0000	0.0000
ENSMUST00000106334.8	1.0000	10.4489
ENSMUST00000119455.1	1.0000	10.4489
ENSMUST00000050874.13	1.0000	10.4489
ENSMUST00000208704.1	0.0000	0.0000
ENSMUST00000123029.7	0.0000	0.0000
ENSMUST00000225246.1	0.0000	0.0000
ENSMUST00000177497.7	0.0000	0.0000
ENSMUST00000070112.5	12.0000	125.3866
ENSMUST00000103088.9	0.0000	0.0000
ENSMUST00000071699.10	0.0000	0.0000
ENSMUST00000181181.1	0.0000	0.0000
ENSMUST00000102690.8	0.0000	0.0000
ENSMUST00000030439.14	0.0000	0.0000
ENSMUST00000135969.7	0.0000	0.0000
ENSMUST00000128478.1	0.0000	0.0000
ENSMUST00000001631.6	1.0000	10.4489
ENSMUST00000173628.7	0.0000	0.0000
ENSMUST00000159235.1	0.0000	0.0000
ENSMUST00000114496.1	0.0000	0.0000
ENSMUST00000121321.1	0.4411	4.6090
ENSMUST00000220112.1	0.1403	1.4663
ENSMUST00000076465.2	0.4411	4.6090
ENSMUST00000147898.7	10.0408	104.9154
ENSMUST00000129349.1	1.0217	10.6760
ENSMUST00000205516.1	1.0000	10.4489
ENSMUST00000030944.10	0.0000	0.0000
ENSMUST00000125203.7	0.0000	0.0000
ENSMUST00000024946.5	9.0000	94.0400
ENSMUST00000220628.1	0.0000	0.0000
ENSMUST00000082411.1	2.5000	26.1222
ENSMUST00000188299.1	2.5000	26.1222
ENSMUST00000182450.7	0.0000	0.0000
ENSMUST00000144883.7	0.0000	0.0000
ENSMUST00000107344.7	0.0000	0.0000
ENSMUST00000146200.7	0.0000	0.0000
ENSMUST00000179954.7	0.0033	0.0341
ENSMUST00000178079.7	0.0033	0.0341
ENSMUST00000002284.10	2.5000	26.1222
ENSMUST00000206514.1	2.5000	26.1222
ENSMUST00000174751.1	0.0000	0.0000
ENSMUST00000205014.1	3.3735	35.2497
ENSMUST00000105038.2	1.0000	10.4489
ENSMUST00000144523.7	0.0000	0.0000
ENSMUST00000114881.7	0.0000	0.0000
ENSMUST00000205871.1	0.0000	0.0000
ENSMUST00000190648.6	0.0000	0.0000
ENSMUST00000171292.7	0.0000	0.0000
ENSMUST00000185198.6	0.0000	0.0000
ENSMUST00000192343.5	0.0000	0.0000
ENSMUST00000080190.7	0.0005	0.0051
ENSMUST00000142081.5	0.0000	0.0000
ENSMUST00000124303.7	0.0000	0.0000
ENSMUST00000181026.1	0.0000	0.0000
ENSMUST00000115585.1	0.0000	0.0000
ENSMUST00000134779.1	3.0000	31.3467
ENSMUST00000150210.1	0.0000	0.0000
ENSMUST00000177163.7	0.0347	0.3623
ENSMUST00000177513.1	0.0002	0.0016
ENSMUST00000143678.7	0.0000	0.0000
ENSMUST00000137376.7	0.0000	0.0000
ENSMUST00000000356.8	7.0000	73.1422
ENSMUST00000179894.1	0.0000	0.0000
ENSMUST00000216892.1	0.5000	5.2244
ENSMUST00000115414.2	0.5000	5.2244
ENSMUST00000211768.1	0.0027	0.0280
ENSMUST00000111228.1	0.0000	0.0000
ENSMUST00000130738.7	0.0000	0.0000
ENSMUST00000141721.1	0.0000	0.0000
ENSMUST00000055875.13	4.9997	52.2411
ENSMUST00000174522.7	0.0000	0.0000
ENSMUST00000163966.7	1.0000	10.4489
ENSMUST00000117299.8	7.0000	73.1422
ENSMUST00000201483.3	0.0000	0.0000
ENSMUST00000136200.7	0.2500	2.6122
ENSMUST00000031680.9	0.2500	2.6122
ENSMUST00000115389.7	0.2500	2.6122
ENSMUST00000144534.7	0.2500	2.6122
ENSMUST00000144529.1	0.0000	0.0000
ENSMUST00000126276.7	0.0000	0.0000
ENSMUST00000032326.10	2.0000	20.8978
ENSMUST00000211694.1	0.0000	0.0000
ENSMUST00000149410.1	0.0000	0.0000
ENSMUST00000203471.2	0.3501	3.6583
ENSMUST00000166735.7	0.0000	0.0000
ENSMUST00000166498.7	0.0000	0.0000
ENSMUST00000155664.7	0.0000	0.0000
ENSMUST00000077856.12	1.3333	13.9319
ENSMUST00000212494.1	0.0000	0.0000
ENSMUST00000222388.1	0.0000	0.0000
ENSMUST00000221101.1	0.0000	0.0000
ENSMUST00000132376.1	0.0000	0.0000
ENSMUST00000137834.1	0.0000	0.0000
ENSMUST00000143708.7	0.0000	0.0000
ENSMUST00000134822.7	0.0000	0.0000
ENSMUST00000128003.7	0.0000	0.0000
ENSMUST00000119368.7	0.5000	5.2244
ENSMUST00000114037.8	0.5000	5.2244
ENSMUST00000114036.8	0.5000	5.2244
ENSMUST00000140312.7	0.5000	5.2244
ENSMUST00000197480.4	0.0000	0.0000
ENSMUST00000216625.1	0.5000	5.2244
ENSMUST00000095267.5	0.5000	5.2244
ENSMUST00000041042.12	0.0001	0.0005
ENSMUST00000180088.1	5.9999	62.6928
ENSMUST00000034883.6	5.0000	52.2444
ENSMUST00000216877.1	5.0000	52.2444
ENSMUST00000191997.1	0.0000	0.0000
ENSMUST00000121722.1	0.0000	0.0000
ENSMUST00000117295.1	0.0000	0.0000
ENSMUST00000079261.6	0.0000	0.0000
ENSMUST00000003044.13	2.0000	20.8978
ENSMUST00000116412.7	0.5000	5.2244
ENSMUST00000151855.7	0.5000	5.2244
ENSMUST00000162335.7	0.0000	0.0000
ENSMUST00000203078.1	0.0000	0.0000
ENSMUST00000107475.8	3.8943	40.6907
ENSMUST00000068133.9	0.1057	1.1049
ENSMUST00000217733.1	0.0000	0.0000
ENSMUST00000151306.1	0.0000	0.0000
ENSMUST00000089610.9	0.0769	0.8038
ENSMUST00000080857.11	0.0769	0.8038
ENSMUST00000054449.13	0.0769	0.8038
ENSMUST00000169108.7	0.0769	0.8038
ENSMUST00000072692.10	0.0769	0.8038
ENSMUST00000071869.11	0.0769	0.8038
ENSMUST00000171562.7	0.0769	0.8038
ENSMUST00000169714.7	0.0769	0.8038
ENSMUST00000074834.11	0.0769	0.8038
ENSMUST00000076442.11	0.0769	0.8038
ENSMUST00000169438.7	0.0769	0.8038
ENSMUST00000023226.12	0.0769	0.8038
ENSMUST00000073418.12	0.0769	0.8038
ENSMUST00000102856.8	0.0000	0.0000
ENSMUST00000025746.13	0.0000	0.0000
ENSMUST00000217282.1	0.0000	0.0000
ENSMUST00000161769.7	1.5405	16.0969
ENSMUST00000213673.1	1.5405	16.0969
ENSMUST00000186693.1	0.0016	0.0168
ENSMUST00000188398.6	0.0000	0.0000
ENSMUST00000038673.13	0.0000	0.0000
ENSMUST00000176257.7	0.0000	0.0000
ENSMUST00000068519.6	5.0000	52.2444
ENSMUST00000162789.8	0.0000	0.0002
ENSMUST00000126145.1	1.0000	10.4489
ENSMUST00000185851.1	0.0000	0.0000
ENSMUST00000206692.1	0.0000	0.0000
ENSMUST00000206021.1	0.0000	0.0000
ENSMUST00000160320.2	0.0000	0.0000
ENSMUST00000018918.11	1.0000	10.4489
ENSMUST00000035785.8	0.0172	0.1796
ENSMUST00000141975.1	0.0000	0.0000
ENSMUST00000129984.1	0.0000	0.0000
ENSMUST00000134335.1	0.0000	0.0000
ENSMUST00000182675.7	0.0000	0.0000
ENSMUST00000034121.10	0.0000	0.0000
ENSMUST00000079960.1	0.5000	5.2244
ENSMUST00000196916.1	0.5000	5.2244
ENSMUST00000172960.1	0.0000	0.0000
ENSMUST00000117927.1	0.5000	5.2244
ENSMUST00000120338.1	0.5000	5.2244
ENSMUST00000114049.1	0.0000	0.0000
ENSMUST00000131850.1	0.0000	0.0000
ENSMUST00000078084.6	0.0000	0.0000
ENSMUST00000154837.7	0.0000	0.0000
ENSMUST00000206411.1	1.0000	10.4489
ENSMUST00000019109.7	1.0000	10.4489
ENSMUST00000106837.7	1.0481	10.9512
ENSMUST00000197205.4	0.0000	0.0000
ENSMUST00000197429.4	1.3487	14.0920
ENSMUST00000103376.2	0.6554	6.8480
ENSMUST00000220272.1	0.0000	0.0000
ENSMUST00000161415.1	0.0000	0.0000
ENSMUST00000001051.8	4.0000	41.7955
ENSMUST00000053298.7	1.2000	12.5387
ENSMUST00000025694.6	1.0000	10.4489
ENSMUST00000006254.5	5.0000	52.2444
ENSMUST00000140893.7	2.0000	20.8978
ENSMUST00000198667.1	0.0000	0.0000
ENSMUST00000187117.1	1.0088	10.5409
ENSMUST00000202601.3	0.0000	0.0000
ENSMUST00000150077.1	0.0000	0.0000
ENSMUST00000198214.4	0.0000	0.0000
ENSMUST00000124107.7	0.0000	0.0000
ENSMUST00000029831.15	0.0000	0.0000
ENSMUST00000184802.7	0.0000	0.0000
ENSMUST00000108081.8	0.5000	5.2244
ENSMUST00000168434.7	0.5000	5.2244
ENSMUST00000106348.7	0.0013	0.0136
ENSMUST00000087566.10	0.0013	0.0136
ENSMUST00000032934.11	3.9974	41.7683
ENSMUST00000199240.4	0.0000	0.0000
ENSMUST00000198174.1	0.0000	0.0000
ENSMUST00000055087.6	0.0000	0.0000
ENSMUST00000143356.1	0.6308	6.5916
ENSMUST00000112585.7	5.8909	61.5533
ENSMUST00000044355.9	1.0000	10.4489
ENSMUST00000106207.7	0.0000	0.0000
ENSMUST00000220918.1	1.0315	10.7785
ENSMUST00000031590.11	3.0000	31.3464
ENSMUST00000223557.1	2.0909	21.8477
ENSMUST00000140512.7	0.0000	0.0000
ENSMUST00000180548.1	0.0000	0.0000
ENSMUST00000062601.13	0.0245	0.2559
ENSMUST00000150624.8	0.0000	0.0000
ENSMUST00000142941.7	0.0000	0.0000
ENSMUST00000089022.8	0.0000	0.0000
ENSMUST00000160635.7	0.6672	6.9710
ENSMUST00000223239.1	0.0000	0.0000
ENSMUST00000140444.7	0.0000	0.0000
ENSMUST00000184221.1	1.2330	12.8836
ENSMUST00000141683.1	0.0000	0.0000
ENSMUST00000110974.3	0.0000	0.0000
ENSMUST00000068116.12	0.0000	0.0000
ENSMUST00000097650.9	0.0000	0.0000
ENSMUST00000189617.2	0.0000	0.0000
ENSMUST00000185531.6	0.0000	0.0000
ENSMUST00000121821.1	0.5744	6.0016
ENSMUST00000203633.2	0.5000	5.2244
ENSMUST00000206196.1	0.5000	5.2244
ENSMUST00000022927.9	2.0000	20.8978
ENSMUST00000021738.9	0.0000	0.0000
ENSMUST00000222958.1	0.0000	0.0000
ENSMUST00000223093.1	0.0000	0.0000
ENSMUST00000219774.1	0.0000	0.0000
ENSMUST00000176035.1	0.0000	0.0000
ENSMUST00000145074.1	1.0000	10.4489
ENSMUST00000141217.1	0.0000	0.0000
ENSMUST00000111468.9	0.0000	0.0000
ENSMUST00000213376.1	0.0000	0.0000
ENSMUST00000216814.1	0.0000	0.0000
ENSMUST00000057216.14	0.0000	0.0000
ENSMUST00000216454.1	0.0000	0.0000
ENSMUST00000111467.3	0.0000	0.0000
ENSMUST00000219902.1	0.0000	0.0000
ENSMUST00000020630.7	1.0000	10.4489
ENSMUST00000109267.8	1.0000	10.4489
ENSMUST00000014892.7	2.0000	20.8978
ENSMUST00000211076.1	1.0000	10.4489
ENSMUST00000217055.1	0.0000	0.0000
ENSMUST00000216438.1	0.0000	0.0000
ENSMUST00000127626.7	0.0000	0.0000
ENSMUST00000150390.1	0.0001	0.0006
ENSMUST00000114048.1	0.0003	0.0031
ENSMUST00000168846.1	1.0000	10.4489
ENSMUST00000179709.7	0.0000	0.0000
ENSMUST00000211373.1	0.0000	0.0000
ENSMUST00000053109.4	1.0000	10.4489
ENSMUST00000106602.9	0.9995	10.4438
ENSMUST00000077915.9	0.9995	10.4438
ENSMUST00000092620.5	5.9977	62.6688
ENSMUST00000126610.1	0.0000	0.0003
ENSMUST00000102811.9	0.0023	0.0242
ENSMUST00000209626.1	0.0000	0.0000
ENSMUST00000106590.4	0.0000	0.0000
ENSMUST00000134564.1	2.0000	20.8978
ENSMUST00000139774.2	0.0000	0.0000
ENSMUST00000114833.9	0.0000	0.0000
ENSMUST00000148748.7	0.0000	0.0000
ENSMUST00000191662.5	0.0000	0.0000
ENSMUST00000004829.12	0.0000	0.0000
ENSMUST00000194797.1	0.0000	0.0000
ENSMUST00000041737.7	0.5000	5.2244
ENSMUST00000031695.14	0.5000	5.2244
ENSMUST00000107829.8	0.0000	0.0000
ENSMUST00000196954.4	1.0064	10.5161
ENSMUST00000198708.4	0.0000	0.0000
ENSMUST00000200515.4	1.0064	10.5161
ENSMUST00000105366.1	1.0000	10.4489
ENSMUST00000153079.7	2.0000	20.8978
ENSMUST00000117405.1	0.0000	0.0000
ENSMUST00000140236.1	0.0000	0.0000
ENSMUST00000178254.1	1.0485	10.9556
ENSMUST00000177126.7	1.0000	10.4489
ENSMUST00000153038.7	0.0000	0.0000
ENSMUST00000109542.2	1.9975	20.8712
ENSMUST00000100540.9	0.0000	0.0000
ENSMUST00000111713.1	0.0000	0.0000
ENSMUST00000031421.11	0.0000	0.0000
ENSMUST00000111716.7	0.0000	0.0000
ENSMUST00000102484.4	1.0000	10.4489
ENSMUST00000085368.3	0.0000	0.0000
ENSMUST00000163829.1	0.2092	2.1862
ENSMUST00000073790.6	0.0000	0.0000
ENSMUST00000123925.7	0.0000	0.0000
ENSMUST00000221875.1	1.0000	10.4489
ENSMUST00000214067.1	0.0000	0.0000
ENSMUST00000108549.1	1.0000	10.4489
ENSMUST00000212950.1	1.0602	11.0783
ENSMUST00000212121.1	0.0000	0.0000
ENSMUST00000092956.2	1.0000	10.4489
ENSMUST00000091418.11	0.0000	0.0000
ENSMUST00000147707.7	0.0000	0.0000
ENSMUST00000199089.4	0.0000	0.0000
ENSMUST00000200235.1	5.0000	52.2444
ENSMUST00000212864.1	0.0000	0.0000
ENSMUST00000105348.7	0.0000	0.0000
ENSMUST00000119438.1	0.0000	0.0000
ENSMUST00000080300.8	1.0000	10.4489
ENSMUST00000003386.6	1.0000	10.4489
ENSMUST00000168545.7	1.9987	20.8842
ENSMUST00000098521.3	0.0007	0.0068
ENSMUST00000171456.8	0.0007	0.0068
ENSMUST00000143615.7	1.0182	10.6390
ENSMUST00000039484.5	1.0000	10.4489
ENSMUST00000156701.7	0.0000	0.0000
ENSMUST00000136771.5	0.0000	0.0000
ENSMUST00000140187.7	0.0000	0.0000
ENSMUST00000153766.7	0.0000	0.0000
ENSMUST00000130819.7	0.0000	0.0000
ENSMUST00000151203.7	0.0000	0.0000
ENSMUST00000028347.12	0.0000	0.0000
ENSMUST00000030417.9	0.0000	0.0000
ENSMUST00000219591.1	0.0000	0.0000
ENSMUST00000065678.5	1.0000	10.4489
ENSMUST00000110894.8	4.0000	41.7955
ENSMUST00000108413.7	0.0000	0.0000
ENSMUST00000176408.7	0.0000	0.0000
ENSMUST00000128774.2	0.0000	0.0000
ENSMUST00000019608.6	0.0000	0.0000
ENSMUST00000168587.1	2.3846	24.9166
ENSMUST00000106567.1	1.0000	10.4489
ENSMUST00000088313.4	0.0000	0.0000
ENSMUST00000140659.1	0.0000	0.0000
ENSMUST00000114779.8	2.9653	30.9843
ENSMUST00000121430.1	0.0000	0.0000
ENSMUST00000171641.1	0.0000	0.0000
ENSMUST00000028890.14	0.0000	0.0000
ENSMUST00000150401.7	0.0000	0.0000
ENSMUST00000198909.1	0.0000	0.0000
ENSMUST00000198597.4	0.0000	0.0000
ENSMUST00000113906.8	0.0000	0.0000
ENSMUST00000035090.13	0.0000	0.0000
ENSMUST00000163973.7	0.0000	0.0000
ENSMUST00000169311.7	0.0000	0.0000
ENSMUST00000026667.14	1.0000	10.4489
ENSMUST00000124569.7	0.0000	0.0000
ENSMUST00000136501.1	0.0002	0.0017
ENSMUST00000122216.7	0.0002	0.0017
ENSMUST00000120040.7	0.0000	0.0000
ENSMUST00000088095.5	0.5000	5.2244
ENSMUST00000109252.7	0.5000	5.2244
ENSMUST00000147343.7	0.0000	0.0000
ENSMUST00000031538.8	3.0000	31.3467
ENSMUST00000106599.7	0.0005	0.0051
ENSMUST00000082092.4	0.0005	0.0051
ENSMUST00000117066.7	0.0000	0.0000
ENSMUST00000138038.7	0.0000	0.0000
ENSMUST00000210864.1	0.0000	0.0000
ENSMUST00000121360.7	0.0173	0.1812
ENSMUST00000117411.7	0.0173	0.1812
ENSMUST00000109503.9	0.0000	0.0000
ENSMUST00000218022.1	1.0426	10.8935
ENSMUST00000086725.5	0.0000	0.0000
ENSMUST00000115621.8	0.3333	3.4830
ENSMUST00000115616.7	0.3333	3.4830
ENSMUST00000115615.8	0.3333	3.4830
ENSMUST00000107559.2	0.0000	0.0000
ENSMUST00000153681.1	0.0000	0.0000
ENSMUST00000173858.7	0.0000	0.0000
ENSMUST00000211878.1	0.0000	0.0000
ENSMUST00000100028.9	1.0000	10.4489
ENSMUST00000142585.1	2.0000	20.8978
ENSMUST00000105616.9	0.5000	5.2244
ENSMUST00000030940.13	0.5000	5.2244
ENSMUST00000165335.7	0.5000	5.2244
ENSMUST00000176637.1	0.5000	5.2244
ENSMUST00000183053.1	1.0000	10.4489
ENSMUST00000137195.1	0.0000	0.0000
ENSMUST00000134844.1	0.0000	0.0000
ENSMUST00000111378.9	0.0000	0.0000
ENSMUST00000109528.8	3.0000	31.3464
ENSMUST00000132718.7	0.0000	0.0000
ENSMUST00000127842.7	0.0000	0.0000
ENSMUST00000214095.1	0.0000	0.0000
ENSMUST00000116492.2	0.0000	0.0000
ENSMUST00000154340.7	0.0000	0.0000
ENSMUST00000217801.1	0.0000	0.0000
ENSMUST00000148102.1	0.0000	0.0000
ENSMUST00000219220.1	0.0000	0.0000
ENSMUST00000219637.1	0.0000	0.0000
ENSMUST00000218997.1	0.0000	0.0000
ENSMUST00000118798.1	0.0000	0.0000
ENSMUST00000111027.7	0.0000	0.0000
ENSMUST00000001304.8	1.0000	10.4489
ENSMUST00000222705.1	1.0000	10.4489
ENSMUST00000140054.2	0.0000	0.0000
ENSMUST00000024932.11	1.0000	10.4489
ENSMUST00000107474.7	0.0000	0.0000
ENSMUST00000164748.7	0.0000	0.0000
ENSMUST00000002112.14	0.5000	5.2244
ENSMUST00000147114.1	0.5000	5.2244
ENSMUST00000032918.3	0.3333	3.4830
ENSMUST00000202798.1	0.3333	3.4830
ENSMUST00000200948.1	0.3333	3.4830
ENSMUST00000093196.10	0.0000	0.0000
ENSMUST00000181521.1	0.0000	0.0000
ENSMUST00000152441.1	0.0000	0.0000
ENSMUST00000207982.1	2.0000	20.8978
ENSMUST00000106665.7	0.0000	0.0000
ENSMUST00000119273.1	0.5000	5.2244
ENSMUST00000023391.14	0.5000	5.2244
ENSMUST00000128184.2	2.0000	20.8978
ENSMUST00000213537.1	2.0000	20.8978
ENSMUST00000108608.7	0.0000	0.0000
ENSMUST00000108607.7	0.0000	0.0000
ENSMUST00000108609.7	0.0000	0.0000
ENSMUST00000114927.8	0.0000	0.0000
ENSMUST00000130335.7	0.0000	0.0000
ENSMUST00000188866.6	1.0000	10.4488
ENSMUST00000169343.7	1.0000	10.4488
ENSMUST00000051698.13	1.0000	10.4488
ENSMUST00000191273.6	1.5000	15.6732
ENSMUST00000108089.7	1.5000	15.6732
ENSMUST00000126341.7	0.2242	2.3425
ENSMUST00000001185.13	1.0000	10.4489
ENSMUST00000111023.7	0.0000	0.0000
ENSMUST00000111020.7	0.0000	0.0000
ENSMUST00000212062.1	0.0000	0.0000
ENSMUST00000173764.1	0.0000	0.0000
ENSMUST00000178730.7	0.0000	0.0003
ENSMUST00000188804.6	0.5000	5.2244
ENSMUST00000111210.8	0.5000	5.2244
ENSMUST00000110456.2	0.0000	0.0000
ENSMUST00000181935.1	0.0000	0.0000
ENSMUST00000176184.1	0.0000	0.0000
ENSMUST00000176906.1	0.0000	0.0000
ENSMUST00000073238.6	0.0000	0.0000
ENSMUST00000081726.12	1.0000	10.4489
ENSMUST00000079157.10	1.0000	10.4489
ENSMUST00000211791.1	0.0000	0.0000
ENSMUST00000055676.3	4.0000	41.7955
ENSMUST00000167436.2	0.0000	0.0000
ENSMUST00000224524.1	0.0000	0.0000
ENSMUST00000225176.1	0.0000	0.0000
ENSMUST00000132689.7	0.0000	0.0000
ENSMUST00000183801.7	0.0000	0.0000
ENSMUST00000183410.7	0.0000	0.0000
ENSMUST00000098576.9	0.0000	0.0000
ENSMUST00000183468.1	0.0000	0.0000
ENSMUST00000222259.1	0.0000	0.0000
ENSMUST00000144382.7	0.0000	0.0000
ENSMUST00000139382.1	0.0000	0.0000
ENSMUST00000136385.7	0.0000	0.0000
ENSMUST00000149674.7	0.0000	0.0000
ENSMUST00000135028.4	0.0000	0.0000
ENSMUST00000140984.1	1.0015	10.4647
ENSMUST00000202777.1	0.0000	0.0003
ENSMUST00000020307.10	0.5000	5.2244
ENSMUST00000182898.7	0.5000	5.2244
ENSMUST00000146577.7	0.0000	0.0000
ENSMUST00000196814.4	0.0000	0.0000
ENSMUST00000165126.8	0.0000	0.0000
ENSMUST00000135446.7	0.0000	0.0000
ENSMUST00000118642.1	0.0000	0.0000
ENSMUST00000108624.7	0.0000	0.0000
ENSMUST00000199571.4	0.0000	0.0000
ENSMUST00000181173.1	1.0033	10.4834
ENSMUST00000211061.1	0.0000	0.0000
ENSMUST00000058139.13	0.0000	0.0000
ENSMUST00000061891.10	0.5000	5.2244
ENSMUST00000110132.2	0.5000	5.2244
ENSMUST00000219381.1	0.0000	0.0000
ENSMUST00000170796.7	0.0000	0.0000
ENSMUST00000133296.1	0.0000	0.0000
ENSMUST00000119130.1	0.0000	0.0000
ENSMUST00000135691.1	1.0714	11.1952
ENSMUST00000204459.2	0.0550	0.5750
ENSMUST00000099128.1	0.0000	0.0000
ENSMUST00000079755.4	0.0000	0.0000
ENSMUST00000108105.1	0.0000	0.0000
ENSMUST00000134778.2	0.0000	0.0000
ENSMUST00000047627.13	0.5000	5.2244
ENSMUST00000091236.10	0.5000	5.2244
ENSMUST00000154865.7	0.0000	0.0000
ENSMUST00000205106.2	0.0000	0.0000
ENSMUST00000126346.1	0.0000	0.0000
ENSMUST00000075895.8	0.0000	0.0000
ENSMUST00000224918.1	1.0000	10.4489
ENSMUST00000134645.7	0.0000	0.0000
ENSMUST00000111729.9	0.0000	0.0000
ENSMUST00000117288.1	0.0000	0.0000
ENSMUST00000156094.1	0.0000	0.0000
ENSMUST00000126101.2	0.0000	0.0000
ENSMUST00000105370.7	0.0000	0.0000
ENSMUST00000105371.8	0.0000	0.0000
ENSMUST00000152592.1	0.0000	0.0000
ENSMUST00000029149.12	0.5000	5.2244
ENSMUST00000142071.7	0.5000	5.2244
ENSMUST00000048615.12	1.0000	10.4489
ENSMUST00000122412.1	1.0000	10.4489
ENSMUST00000133551.1	1.5886	16.5993
ENSMUST00000026901.11	0.0000	0.0000
ENSMUST00000202679.3	0.0000	0.0000
ENSMUST00000202082.3	0.0000	0.0000
ENSMUST00000201984.3	0.0000	0.0000
ENSMUST00000209838.1	1.0108	10.5613
ENSMUST00000183478.1	0.0000	0.0000
ENSMUST00000161250.7	0.3465	3.6207
ENSMUST00000173844.7	1.0000	10.4489
ENSMUST00000087342.12	1.0000	10.4489
ENSMUST00000131912.7	0.0000	0.0000
ENSMUST00000111388.3	0.0000	0.0000
ENSMUST00000029564.11	0.9997	10.4455
ENSMUST00000198440.4	0.9997	10.4455
ENSMUST00000184515.1	0.0007	0.0068
ENSMUST00000190617.6	0.0000	0.0000
ENSMUST00000187989.6	2.0303	21.2144
ENSMUST00000097437.8	0.0000	0.0000
ENSMUST00000112910.1	0.0000	0.0000
ENSMUST00000185795.1	2.0476	21.3953
ENSMUST00000176892.7	0.0833	0.8707
ENSMUST00000175912.7	0.0833	0.8707
ENSMUST00000170992.8	0.0833	0.8707
ENSMUST00000069430.14	0.0833	0.8707
ENSMUST00000176752.7	0.0833	0.8707
ENSMUST00000219140.2	0.0833	0.8707
ENSMUST00000176322.7	0.0833	0.8707
ENSMUST00000176464.7	0.0833	0.8707
ENSMUST00000176336.7	0.0833	0.8707
ENSMUST00000177225.7	0.0833	0.8707
ENSMUST00000175877.7	0.0833	0.8707
ENSMUST00000177162.7	0.0833	0.8707
ENSMUST00000016081.12	1.0000	10.4489
ENSMUST00000134745.7	0.0000	0.0000
ENSMUST00000146327.1	0.0000	0.0000
ENSMUST00000125166.1	0.0000	0.0000
ENSMUST00000167872.7	0.0000	0.0000
ENSMUST00000139349.2	1.0105	10.5589
ENSMUST00000024873.6	1.0000	10.4489
ENSMUST00000160640.7	2.0000	20.8978
ENSMUST00000129784.7	0.0000	0.0000
ENSMUST00000142887.7	0.0000	0.0000
ENSMUST00000107462.7	0.3333	3.4830
ENSMUST00000040824.1	0.3333	3.4830
ENSMUST00000137975.1	0.3333	3.4830
ENSMUST00000037165.4	1.0000	10.4489
ENSMUST00000215396.1	1.0000	10.4489
ENSMUST00000079761.7	0.0003	0.0027
ENSMUST00000004784.10	1.0000	10.4489
ENSMUST00000002678.9	1.0000	10.4489
ENSMUST00000130128.1	0.0000	0.0000
ENSMUST00000196114.1	0.0000	0.0000
ENSMUST00000198182.1	0.0000	0.0000
ENSMUST00000020522.8	1.0000	10.4489
ENSMUST00000118911.1	0.0000	0.0000
ENSMUST00000195654.1	0.0000	0.0000
ENSMUST00000133530.7	0.0000	0.0000
ENSMUST00000153524.1	1.0000	10.4489
ENSMUST00000080813.4	0.5000	5.2244
ENSMUST00000134425.7	0.5000	5.2244
ENSMUST00000110384.8	0.0000	0.0000
ENSMUST00000074072.4	0.0002	0.0025
ENSMUST00000134412.1	0.0000	0.0000
ENSMUST00000133839.7	0.0000	0.0000
ENSMUST00000208278.1	0.0000	0.0000
ENSMUST00000160009.1	0.0000	0.0000
ENSMUST00000212590.1	0.0000	0.0000
ENSMUST00000196205.4	1.0000	10.4489
ENSMUST00000121713.1	0.0000	0.0000
ENSMUST00000141049.1	0.0000	0.0000
ENSMUST00000156343.1	0.0000	0.0000
ENSMUST00000001566.9	1.0000	10.4489
ENSMUST00000182052.7	1.0000	10.4489
ENSMUST00000210350.1	0.0000	0.0000
ENSMUST00000058333.9	0.0000	0.0000
ENSMUST00000210923.2	0.0000	0.0000
ENSMUST00000210435.3	0.0000	0.0000
ENSMUST00000134851.2	0.0000	0.0000
ENSMUST00000030125.4	0.0000	0.0002
ENSMUST00000190679.6	0.0000	0.0000
